wp_users_ID,difficult_img_image_name,difficult_img_version,vote,text,timestamp,deleted
2, ISIC_0010441 ,1, NV,, 2023-11-05 16:27:42 ,0
2, ISIC_0010476 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0010576 ,1, NV,, 2023-11-05 16:28:02 ,0
2, ISIC_0010849 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0011084 ,1, MEL ,, 2023-11-05 16:27:53 ,0
2, ISIC_0011315 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0012357_downsampled ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0012448_downsampled ,2, Altro , cisti sebacea, 2023-11-05 16:45:49 ,0
2, ISIC_0012522_downsampled ,1, NV,, 2023-11-05 16:28:09 ,0
2, ISIC_0012527_downsampled ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0013258_downsampled ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0013443_downsampled ,2, AK,, 2023-11-05 16:46:03 ,0
2, ISIC_0013739_downsampled ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0013845_downsampled ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0014045_downsampled ,1, Altro ,, 2023-11-05 16:28:25 ,0
2, ISIC_0014290_downsampled ,1, MEL ,, 2023-11-05 16:28:33 ,0
2, ISIC_0014897_downsampled ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0015983_downsampled ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0024475 ,2, VASC,, 2023-11-05 16:46:06 ,0
2, ISIC_0024693 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0024750 ,2, NV,, 2023-11-05 16:46:10 ,0
2, ISIC_0024994 ,2, Altro ,, 2023-11-05 16:46:16 ,0
2, ISIC_0025286 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0025319 ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0025331 ,1, SCC ,, 2023-11-05 16:28:54 ,0
2, ISIC_0025394 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0025489 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0025587 ,2, NV,, 2023-11-05 16:46:22 ,0
2, ISIC_0025612 ,2, VASC,, 2023-11-05 16:46:25 ,0
2, ISIC_0025673 ,2, NV,, 2023-11-05 16:46:31 ,0
2, ISIC_0025755 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0025943 ,2, NV,, 2023-11-05 16:46:47 ,0
2, ISIC_0026139 ,2, NV,, 2023-11-05 16:46:52 ,0
2, ISIC_0026205 ,2, BKL ,, 2023-11-05 16:46:55 ,0
2, ISIC_0026207 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0026236 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0026247 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0026457 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0026468 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0026477 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0026905 ,1, MEL ,, 2023-11-05 16:29:05 ,0
2, ISIC_0026992 ,2, MEL ,, 2023-11-05 16:47:01 ,0
2, ISIC_0027171 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0027254 ,1, AK,, 2023-11-05 16:29:34 ,0
2, ISIC_0027332 ,0, VASC,, 2023-10-05 10:43:27 ,0
2, ISIC_0027588 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0027608 ,2, AK,, 2023-11-05 16:47:06 ,0
2, ISIC_0027692 ,2, NV,, 2023-11-05 16:47:11 ,0
2, ISIC_0027700 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0027742 ,1, MEL ,, 2023-11-05 16:29:43 ,0
2, ISIC_0027767 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0027930 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0027956 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0028017 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0028104 ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0028163 ,2, Altro , granuloma piogenico, 2023-11-05 16:47:21 ,0
2, ISIC_0028197 ,2, BCC ,, 2023-11-05 16:47:25 ,0
2, ISIC_0028236 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0028431 ,2, VASC,, 2023-11-05 16:47:28 ,0
2, ISIC_0028447 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0028650 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0028758 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0028820 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0029017 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0029021 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0029028 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0029059 ,1, BCC ,, 2023-11-05 16:29:53 ,0
2, ISIC_0029209 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0029279 ,2, MEL ,, 2023-11-05 16:47:32 ,0
2, ISIC_0029297 ,2, DF,, 2023-11-05 16:47:37 ,0
2, ISIC_0029502 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0029541 ,1, SCC ,, 2023-11-05 16:32:04 ,0
2, ISIC_0029915 ,1, NV,, 2023-11-05 16:32:11 ,0
2, ISIC_0029937 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0030034 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0030082 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0030297 ,1, AK,, 2023-11-05 16:32:21 ,0
2, ISIC_0030592 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0030605 ,1, NV,, 2023-11-05 16:32:32 ,0
2, ISIC_0030630 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0030714 ,1, SCC ,, 2023-11-05 16:32:41 ,0
2, ISIC_0030873 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0031381 ,2, BKL ,, 2023-11-05 16:47:45 ,0
2, ISIC_0031537 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0031594 ,1, NV,, 2023-11-05 16:32:52 ,0
2, ISIC_0031955 ,1, VASC,, 2023-11-05 16:32:58 ,0
2, ISIC_0032132 ,1, MEL ,, 2023-11-05 16:33:09 ,0
2, ISIC_0032206 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0032220 ,1, MEL ,, 2023-11-05 16:33:18 ,0
2, ISIC_0032270 ,1, NV,, 2023-11-05 16:33:28 ,0
2, ISIC_0032509 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0032545 ,2, VASC,, 2023-11-05 16:47:54 ,0
2, ISIC_0032690 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0032740 ,2, BKL ,, 2023-11-05 16:47:59 ,0
2, ISIC_0032812 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0032863 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0033005 ,2, DF,, 2023-11-05 16:48:03 ,0
2, ISIC_0033074 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0033135 ,2, VASC,, 2023-11-05 16:48:07 ,0
2, ISIC_0033198 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0033301 ,2, BCC ,, 2023-11-05 16:48:13 ,0
2, ISIC_0033460 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0033528 ,2, BKL ,, 2023-11-05 16:48:19 ,0
2, ISIC_0033552 ,2, NV,, 2023-11-05 16:48:24 ,0
2, ISIC_0033565 ,2, VASC,, 2023-11-05 16:48:26 ,0
2, ISIC_0033569 ,2, MEL ,, 2023-11-05 16:48:29 ,0
2, ISIC_0033611 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0033796 ,2, BKL ,, 2023-11-05 16:48:36 ,0
2, ISIC_0033854 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0034087 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0034188 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0053558 ,2, SCC ,, 2023-11-05 16:48:45 ,0
2, ISIC_0053699 ,2, Altro ,, 2023-11-05 16:48:54 ,0
2, ISIC_0053700 ,2, MEL ,, 2023-11-05 16:49:03 ,0
2, ISIC_0053774 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0053884 ,2, MEL ,, 2023-11-05 16:49:09 ,0
2, ISIC_0054127 ,2, Altro ,, 2023-11-05 16:49:15 ,0
2, ISIC_0054142 ,1, VASC,, 2023-11-05 16:33:40 ,0
2, ISIC_0054198 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0054295 ,1, Altro ,, 2023-11-05 16:33:51 ,0
2, ISIC_0054324 ,0, BKL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0054333 ,1, BCC ,, 2023-11-05 16:34:06 ,0
2, ISIC_0054384 ,0, BKL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0054555 ,2, MEL ,, 2023-11-05 16:49:22 ,0
2, ISIC_0054594 ,1, SCC ,, 2023-11-05 16:34:40 ,0
2, ISIC_0054908 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0054923 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0055258 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0055273 ,2, SCC ,, 2023-11-05 16:49:28 ,0
2, ISIC_0055308 ,1, MEL ,, 2023-11-05 16:34:47 ,0
2, ISIC_0055382 ,2, BKL ,, 2023-11-05 16:49:36 ,0
2, ISIC_0055393 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0055503 ,2, MEL ,, 2023-11-05 16:49:42 ,0
2, ISIC_0055633 ,1, MEL ,, 2023-11-05 16:35:18 ,0
2, ISIC_0055716 ,2, VASC,, 2023-11-05 16:49:52 ,0
2, ISIC_0056026 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0056153 ,1, BCC ,, 2023-11-05 16:35:24 ,0
2, ISIC_0056295 ,1, Altro ,, 2023-11-05 16:35:29 ,0
2, ISIC_0056307 ,2, DF,, 2023-11-05 16:50:04 ,0
2, ISIC_0056466 ,1, MEL ,, 2023-11-05 16:35:35 ,0
2, ISIC_0056544 ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0057885 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0057933 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0058169 ,1, NV,, 2023-11-05 16:35:47 ,0
2, ISIC_0058255 ,2, MEL ,, 2023-11-05 16:50:09 ,0
2, ISIC_0058305 ,1, NV,, 2023-11-05 16:39:58 ,0
2, ISIC_0058328 ,2, BKL ,, 2023-11-05 16:50:14 ,0
2, ISIC_0058452 ,2, SCC ,, 2023-11-05 16:50:17 ,0
2, ISIC_0058453 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0058673 ,1, BCC ,, 2023-11-05 16:40:14 ,0
2, ISIC_0058690 ,2, SCC ,, 2023-11-05 16:50:20 ,0
2, ISIC_0058741 ,2, SCC ,, 2023-11-05 16:50:26 ,0
2, ISIC_0058804 ,2, NV,, 2023-11-05 16:50:32 ,0
2, ISIC_0058934 ,2, BCC ,, 2023-11-05 16:50:43 ,0
2, ISIC_0059005 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0059063 ,2, SCC ,, 2023-11-05 16:50:53 ,0
2, ISIC_0059274 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0059298 ,2, VASC,, 2023-11-05 16:51:01 ,0
2, ISIC_0059372 ,1, Altro ,, 2023-11-05 16:40:26 ,0
2, ISIC_0059563 ,1, BCC ,, 2023-11-05 16:40:34 ,0
2, ISIC_0059631 ,2, MEL ,, 2023-11-05 16:51:18 ,0
2, ISIC_0060313 ,2, AK,, 2023-11-05 16:51:22 ,0
2, ISIC_0060478 ,1, SCC ,, 2023-11-05 16:40:41 ,0
2, ISIC_0060529 ,1, AK,, 2023-11-05 16:40:56 ,0
2, ISIC_0060615 ,2, DF,, 2023-11-05 16:51:27 ,0
2, ISIC_0060623 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0060636 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0060674 ,1, NV,, 2023-11-05 16:41:05 ,0
2, ISIC_0061148 ,2, BCC ,, 2023-11-05 16:51:35 ,0
2, ISIC_0061188 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0061410 ,2, SCC ,, 2023-11-05 16:51:41 ,0
2, ISIC_0061473 ,1, Altro ,, 2023-11-05 16:41:15 ,0
2, ISIC_0061940 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0062017 ,1, SCC ,, 2023-11-05 16:41:28 ,0
2, ISIC_0062087 ,2, MEL ,, 2023-11-05 16:51:46 ,0
2, ISIC_0062184 ,1, MEL ,, 2023-11-05 16:41:37 ,0
2, ISIC_0062305 ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0062371 ,2, BKL ,, 2023-11-05 16:52:00 ,0
2, ISIC_0062524 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0062953 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0062954 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0063006 ,1, MEL ,, 2023-11-05 16:41:45 ,0
2, ISIC_0063030 ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0063038 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0063181 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0063391 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0063394 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0063519 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0064016 ,2, NV,, 2023-11-05 16:52:13 ,0
2, ISIC_0064169 ,2, VASC,, 2023-11-05 16:52:20 ,0
2, ISIC_0064211 ,2, Altro ,, 2023-11-05 16:52:33 ,0
2, ISIC_0064267 ,2, SCC ,, 2023-11-05 16:54:22 ,0
2, ISIC_0064310 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0064328 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0064413 ,2, Altro ,, 2023-11-05 16:54:36 ,0
2, ISIC_0064623 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0064721 ,1, AK,, 2023-11-05 16:41:55 ,0
2, ISIC_0064798 ,1, BKL ,, 2023-11-05 16:42:18 ,0
2, ISIC_0064830 ,2, BCC ,, 2023-11-05 16:54:42 ,0
2, ISIC_0065206 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0065490 ,1, NV,, 2023-11-05 16:42:24 ,0
2, ISIC_0065521 ,1, AK,, 2023-11-05 16:42:30 ,0
2, ISIC_0065554 ,1, Altro ,, 2023-11-05 16:42:38 ,0
2, ISIC_0065992 ,2, AK,, 2023-11-05 16:54:50 ,0
2, ISIC_0066028 ,2, DF,, 2023-11-05 16:54:56 ,0
2, ISIC_0066123 ,1, AK,, 2023-11-05 16:42:44 ,0
2, ISIC_0066154 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0066256 ,1, AK,, 2023-11-05 16:42:49 ,0
2, ISIC_0066446 ,2, BCC ,, 2023-11-05 16:55:02 ,0
2, ISIC_0066485 ,1, SCC ,, 2023-11-05 16:42:55 ,0
2, ISIC_0066655 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0066664 ,2, SCC ,, 2023-11-05 16:55:08 ,0
2, ISIC_0066692 ,2, VASC,, 2023-11-05 16:55:12 ,0
2, ISIC_0066872 ,1, MEL ,, 2023-11-05 16:43:01 ,0
2, ISIC_0067055 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0067304 ,2, NV,, 2023-11-05 16:55:18 ,0
2, ISIC_0067344 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0067599 ,0, SCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0068103 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0068134 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0068392 ,2, NV,, 2023-11-05 16:55:35 ,0
2, ISIC_0068416 ,1, NV,, 2023-11-05 16:43:07 ,0
2, ISIC_0068504 ,1, NV,, 2023-11-05 16:43:12 ,0
2, ISIC_0068556 ,1, SCC ,, 2023-11-05 16:43:19 ,0
2, ISIC_0068577 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0068637 ,1, SCC ,, 2023-11-05 16:43:25 ,0
2, ISIC_0068699 ,1, SCC ,, 2023-11-05 16:43:32 ,0
2, ISIC_0068845 ,1, SCC ,, 2023-11-05 16:43:40 ,0
2, ISIC_0068991 ,1, Altro ,, 2023-11-05 16:43:48 ,0
2, ISIC_0069015 ,0, Altro , fibromapendulo , 2023-10-05 10:43:27 ,0
2, ISIC_0069058 ,1, AK,, 2023-11-05 16:43:54 ,0
2, ISIC_0069198 ,2, BKL ,, 2023-11-05 16:55:42 ,0
2, ISIC_0069273 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0069277 ,2, MEL ,, 2023-11-05 16:55:46 ,0
2, ISIC_0069384 ,1, SCC ,, 2023-11-05 16:44:01 ,0
2, ISIC_0069453 ,1, BCC ,, 2023-11-05 16:44:19 ,0
2, ISIC_0069532 ,2, AK,, 2023-11-05 16:55:53 ,0
2, ISIC_0069653 ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0069669 ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0069675 ,1, MEL ,, 2023-11-05 16:44:31 ,0
2, ISIC_0069705 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0069935 ,0, BCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0070512 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0070922 ,0, NV,, 2023-10-05 10:43:27 ,0
2, ISIC_0071233 ,1, Altro ,, 2023-11-05 16:44:37 ,0
2, ISIC_0071337 ,1, Altro ,, 2023-11-05 16:44:47 ,0
2, ISIC_0071414 ,2, BCC ,, 2023-11-05 16:55:59 ,0
2, ISIC_0071417 ,0, Altro , Cheratosilichenoide, 2023-10-05 10:43:27 ,0
2, ISIC_0071441 ,0, AK,, 2023-10-05 10:43:27 ,0
2, ISIC_0071605 ,0, SCC ,, 2023-10-05 10:43:27 ,0
2, ISIC_0071638 ,0, MEL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0071649 ,2, BCC ,, 2023-11-05 16:56:12 ,0
2, ISIC_0071704 ,1, MEL ,, 2023-11-05 16:45:10 ,0
2, ISIC_0071772 ,2, SCC ,, 2023-11-05 16:56:17 ,0
2, ISIC_0072137 ,2, Altro ,, 2023-11-05 16:56:24 ,0
2, ISIC_0072286 ,1, AK,, 2023-11-05 16:45:16 ,0
2, ISIC_0072573 ,0, VASC,, 2023-10-05 10:43:27 ,0
2, ISIC_0072871 ,2, BCC ,, 2023-11-05 16:56:31 ,0
2, ISIC_0072887 ,0, BKL ,, 2023-10-05 10:43:27 ,0
2, ISIC_0073088 ,1, AK,, 2023-11-05 16:45:21 ,0
3, ISIC_0000072 ,0, NV,, 2023-11-07 07:50:58 ,0
3, ISIC_0000343 ,0, Altro , solar lentigo, 2023-11-07 11:21:36 ,0
3, ISIC_0000465 ,2, BCC ,, 2023-11-07 08:40:33 ,0
3, ISIC_0000533 ,0, NV,, 2023-11-07 07:51:08 ,0
3, ISIC_0006193_downsampled ,2, NV,, 2023-11-07 08:40:46 ,0
3, ISIC_0009950 ,1, MEL ,, 2023-11-07 08:12:54 ,0
3, ISIC_0010011 ,0, NV,, 2023-11-06 11:12:47 ,0
3, ISIC_0010265 ,0, MEL ,, 2023-11-06 11:17:00 ,0
3, ISIC_0010319 ,0, AK,, 2023-11-06 11:16:51 ,0
3, ISIC_0010350 ,0, MEL ,, 2023-11-06 11:17:30 ,0
3, ISIC_0010441 ,1, MEL ,, 2023-11-07 08:13:11 ,0
3, ISIC_0010476 ,0, NV,, 2023-11-06 11:18:42 ,0
3, ISIC_0010576 ,1, MEL ,, 2023-11-07 08:13:22 ,0
